GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SUM_TIME_PLAYED
Lineups,-1641774-1642358-1642364-1642848-1642860-,T. Vukcevic - A. Johnson - J. Watkins - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0,3.983333,4,7,0.571,1,3,0.333,3,5,0.6,1,3,4,2,2,0,1,1,2,3,12,0,59,47,28,47,54,39,55,51,42,48,60,24,19,69,39,40,40,48,161,68,19,163,150,24,38,62,11950
Lineups,-203468-1630557-1641774-1642848-1642860-,C. McCollum - C. Kispert - T. Vukcevic - T. Johnson - W. Riley,1610612764,WAS,2,1,1,0.5,3.783333,5,9,0.556,2,6,0.333,0,1,0,0,4,4,2,1,1,2,0,1,1,12,4,23,2,28,28,55,31,40,55,25,23,60,89,81,89,88,27,40,48,104,22,10,1,81,58,38,14,11350
Lineups,-1630557-1641715-1641774-1642267-1642848-,C. Kispert - C. Whitmore - T. Vukcevic - B. Carrington - T. Johnson,1610612764,WAS,2,0,2,0,3.708333,3,8,0.375,2,5,0.4,0,0,0,1,2,3,3,1,0,0,0,2,1,8,-5,23,47,174,47,56,56,44,113,25,27,53,89,97,89,39,65,61,30,104,68,65,1,150,58,63,184,11125
Lineups,-1630551-1641774-1642358-1642848-1642860-,J. Champagnie - T. Vukcevic - A. Johnson - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0,3.666667,4,9,0.444,1,3,0.333,1,1,1,1,2,3,2,0,0,0,2,1,1,10,1,59,47,28,47,57,39,40,97,42,48,60,64,81,1,39,65,61,48,1,68,65,199,81,58,49,46,11000
Lineups,-203114-203468-1641731-1642259-1642267-,K. Middleton - C. McCollum - B. Coulibaly - A. Sarr - B. Carrington,1610612764,WAS,2,1,1,0.5,3.666667,6,8,0.75,2,3,0.667,2,2,1,2,2,4,1,0,0,0,1,2,1,16,12,23,2,28,28,57,21,44,22,25,48,19,34,40,1,19,65,40,71,1,68,65,163,150,58,22,3,11000
Lineups,-203468-1641715-1641731-1642259-1642267-,C. McCollum - C. Whitmore - B. Coulibaly - A. Sarr - B. Carrington,1610612764,WAS,1,0,1,0,3.65,1,5,0.2,0,3,0,1,2,0.5,1,2,3,0,2,0,2,1,4,2,3,-9,59,47,28,47,59,109,76,136,86,48,86,64,40,73,39,65,61,126,161,68,10,163,195,34,116,208,10950
Lineups,-203114-203468-1630557-1642259-1642267-,K. Middleton - C. McCollum - C. Kispert - A. Sarr - B. Carrington,1610612764,WAS,2,1,1,0.5,3.633333,2,10,0.2,0,4,0,0,0,0,3,5,8,2,1,0,1,4,2,1,4,2,23,2,28,28,60,78,30,136,86,35,86,89,97,89,14,21,19,48,104,68,19,217,150,58,102,34,10900
Lineups,-1630264-1631103-1641774-1642358-1642860-,A. Gill - M. Branham - T. Vukcevic - A. Johnson - W. Riley,1610612764,WAS,1,0,1,0,3.616667,4,6,0.667,1,2,0.5,2,5,0.4,0,4,4,3,0,1,1,0,1,2,11,6,59,47,28,47,61,39,60,28,42,70,27,34,19,87,88,27,40,30,1,22,19,1,81,34,43,7,10850
Lineups,-203468-1628963-1630551-1630557-1642364-,C. McCollum - M. Bagley III - J. Champagnie - C. Kispert - J. Watkins,1610612764,WAS,1,0,1,0,3.533333,1,5,0.2,0,1,0,5,6,0.833,2,5,7,1,3,0,0,1,0,3,7,-2,59,47,28,47,62,109,76,136,86,99,86,13,14,46,19,21,20,71,189,68,65,163,1,24,71,125,10600
Lineups,-203114-203468-1628963-1641731-1642267-,K. Middleton - C. McCollum - M. Bagley III - B. Coulibaly - B. Carrington,1610612764,WAS,1,1,0,1,3.533333,2,8,0.25,0,2,0,1,2,0.5,1,4,5,0,2,1,1,0,1,2,5,-5,59,2,1,1,62,78,44,128,86,70,86,64,40,73,39,27,30,126,161,22,19,1,81,34,90,184,10600
Lineups,-203468-1628963-1630557-1642267-1642848-,C. McCollum - M. Bagley III - C. Kispert - B. Carrington - T. Johnson,1610612764,WAS,2,1,1,0.5,3.516667,4,5,0.8,0,1,0,3,5,0.6,0,3,3,3,1,0,0,0,2,3,11,1,23,2,28,28,64,39,76,20,86,99,86,24,19,69,88,40,61,30,104,68,65,1,150,24,43,46,10550
Lineups,-203114-203468-1628963-1642267-1642848-,K. Middleton - C. McCollum - M. Bagley III - B. Carrington - T. Johnson,1610612764,WAS,3,1,2,0.333,3.5,2,5,0.4,1,2,0.5,4,7,0.571,1,3,4,1,2,1,0,0,2,6,9,0,13,2,174,37,65,78,76,107,42,70,27,18,12,72,39,40,40,71,161,22,65,1,150,10,55,62,10500
Lineups,-1630551-1630557-1641715-1641774-1642267-,J. Champagnie - C. Kispert - C. Whitmore - T. Vukcevic - B. Carrington,1610612764,WAS,2,1,1,0.5,3.433333,2,6,0.333,1,4,0.25,0,0,0,1,2,3,2,3,0,0,0,0,0,5,-7,23,2,28,28,66,78,60,115,42,35,75,89,97,89,39,65,61,48,189,68,65,1,1,117,90,204,10300
Lineups,-203114-1630557-1642259-1642267-1642273-,K. Middleton - C. Kispert - A. Sarr - B. Carrington - K. George,1610612764,WAS,1,0,1,0,3.4,4,4,1,2,2,1,0,0,0,0,2,2,4,1,0,0,0,3,0,10,1,59,47,28,47,67,39,90,1,25,70,1,89,97,89,88,65,87,19,104,68,65,1,177,117,49,46,10200
Lineups,-203114-203468-1641715-1641731-1641774-,K. Middleton - C. McCollum - C. Whitmore - B. Coulibaly - T. Vukcevic,1610612764,WAS,1,1,0,1,3.4,3,7,0.429,0,1,0,0,0,0,2,3,5,1,0,0,0,0,1,1,6,2,59,2,1,1,67,56,55,100,86,99,86,89,97,89,19,40,30,71,1,68,65,1,81,58,78,34,10200
Lineups,-1628963-1630557-1631103-1641715-1642267-,M. Bagley III - C. Kispert - M. Branham - C. Whitmore - B. Carrington,1610612764,WAS,1,0,1,0,3.383333,4,6,0.667,1,2,0.5,1,2,0.5,2,4,6,2,2,0,1,0,1,1,10,3,59,47,28,47,69,39,60,28,42,70,27,64,40,73,19,27,27,48,161,68,19,1,81,58,49,22,10150
Lineups,-1630551-1631103-1641774-1642848-1642860-,J. Champagnie - M. Branham - T. Vukcevic - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0,3.35,2,6,0.333,1,3,0.333,2,2,1,1,2,3,1,0,0,0,1,0,1,7,-1,59,47,28,47,70,78,60,115,42,48,60,34,40,1,39,65,61,71,1,68,65,163,1,58,71,107,10050
Lineups,-1630536-1631103-1641774-1642358-1642860-,S. Cooper - M. Branham - T. Vukcevic - A. Johnson - W. Riley,1610612764,WAS,1,0,1,0,3.3,1,4,0.25,0,2,0,0,0,0,0,2,2,1,1,0,1,0,1,1,2,-3,59,47,28,47,71,109,90,128,86,70,86,89,97,89,88,65,87,71,104,68,19,1,81,58,135,150,9900
Lineups,-203114-203468-1641731-1642259-1642860-,K. Middleton - C. McCollum - B. Coulibaly - A. Sarr - W. Riley,1610612764,WAS,1,0,1,0,3.283333,4,6,0.667,0,0,0,1,2,0.5,0,3,3,0,1,0,0,0,0,2,9,0,59,47,28,47,72,39,60,28,86,148,86,64,40,73,88,40,61,126,104,68,65,1,1,34,55,62,9850
Lineups,-1630557-1641774-1642267-1642273-1642848-,C. Kispert - T. Vukcevic - B. Carrington - K. George - T. Johnson,1610612764,WAS,1,0,1,0,3.216667,2,5,0.4,0,2,0,0,0,0,0,1,1,1,1,0,1,0,2,1,4,-5,59,47,28,47,73,78,76,107,86,70,86,89,97,89,88,97,113,71,104,68,19,1,150,58,102,184,9650
Lineups,-1631103-1641774-1642267-1642358-1642860-,M. Branham - T. Vukcevic - B. Carrington - A. Johnson - W. Riley,1610612764,WAS,2,0,2,0,3.15,1,6,0.167,0,3,0,0,0,0,2,2,4,0,1,0,0,0,2,1,2,-3,23,47,174,47,74,109,60,143,86,48,86,89,97,89,19,65,40,126,104,68,65,1,150,58,135,150,9450
Lineups,-1641715-1641774-1642267-1642273-1642848-,C. Whitmore - T. Vukcevic - B. Carrington - K. George - T. Johnson,1610612764,WAS,1,0,1,0,3.051667,4,5,0.8,2,3,0.667,0,0,0,0,3,3,3,1,0,0,0,3,1,10,2,59,47,28,47,75,39,76,20,25,48,19,89,97,89,88,40,61,30,104,68,65,1,177,58,49,34,9155
Lineups,-203114-203468-1630551-1642273-1642848-,K. Middleton - C. McCollum - J. Champagnie - K. George - T. Johnson,1610612764,WAS,1,0,1,0,3.016667,3,5,0.6,2,4,0.5,1,1,1,0,2,2,3,1,1,0,0,0,1,9,4,59,47,28,47,76,56,76,43,25,35,27,64,81,1,88,65,87,30,104,22,65,1,1,58,55,14,9050
Lineups,-1630551-1630557-1641715-1642259-1642267-,J. Champagnie - C. Kispert - C. Whitmore - A. Sarr - B. Carrington,1610612764,WAS,1,0,1,0,3,3,5,0.6,1,1,1,0,2,0,1,0,1,3,1,1,0,0,0,2,7,-3,59,47,28,47,77,56,76,43,42,99,1,89,40,89,39,142,113,30,104,22,65,1,1,34,71,150,9000
Lineups,-203468-1628963-1630551-1641731-1642267-,C. McCollum - M. Bagley III - J. Champagnie - B. Coulibaly - B. Carrington,1610612764,WAS,2,1,1,0.5,2.983333,3,6,0.5,1,3,0.333,1,2,0.5,0,1,1,1,0,0,0,0,1,1,8,-2,23,2,28,28,78,56,60,64,42,48,60,64,40,73,88,97,113,71,1,68,65,1,81,58,63,125,8950
Lineups,-1641731-1642259-1642267-1642848-1642860-,B. Coulibaly - A. Sarr - B. Carrington - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0,2.95,2,4,0.5,0,2,0,0,2,0,1,4,5,2,2,0,1,0,0,1,4,-3,59,47,28,47,79,78,90,64,86,70,86,89,40,89,39,27,30,48,161,68,19,1,1,58,102,150,8850
Lineups,-203114-1630551-1642259-1642267-1642848-,K. Middleton - J. Champagnie - A. Sarr - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0,2.9,3,6,0.5,2,5,0.4,2,2,1,2,2,4,2,1,0,0,0,1,1,10,4,59,47,28,47,80,56,60,64,25,27,53,34,40,1,19,65,40,48,104,68,65,1,81,58,49,14,8700
Lineups,-203114-1641774-1642259-1642273-1642848-,K. Middleton - T. Vukcevic - A. Sarr - K. George - T. Johnson,1610612764,WAS,1,0,1,0,2.833333,1,5,0.2,1,4,0.25,0,0,0,0,1,1,1,0,1,0,0,1,0,3,-7,59,47,28,47,81,109,76,136,42,35,75,89,97,89,88,97,113,71,1,22,65,1,81,117,116,204,8500
Lineups,-203114-203468-1628963-1642267-1642860-,K. Middleton - C. McCollum - M. Bagley III - B. Carrington - W. Riley,1610612764,WAS,1,0,1,0,2.766667,3,6,0.5,0,1,0,1,1,1,1,1,2,1,1,1,0,0,3,2,7,-2,59,47,28,47,82,56,60,64,86,99,86,64,81,1,39,97,87,71,104,22,65,1,177,34,71,125,8300
Lineups,-203468-1628963-1630557-1641715-1642848-,C. McCollum - M. Bagley III - C. Kispert - C. Whitmore - T. Johnson,1610612764,WAS,3,1,2,0.333,2.743333,3,7,0.429,0,2,0,0,0,0,2,2,4,0,1,0,0,0,0,0,6,-2,13,2,174,37,83,56,55,100,86,70,86,89,97,89,19,65,40,126,104,68,65,1,1,117,78,125,8230
Lineups,-1630551-1641774-1642267-1642358-1642848-,J. Champagnie - T. Vukcevic - B. Carrington - A. Johnson - T. Johnson,1610612764,WAS,1,0,1,0,2.733333,2,3,0.667,0,0,0,2,2,1,0,3,3,0,2,0,0,0,0,1,6,0,59,47,28,47,84,78,106,28,86,148,86,34,40,1,88,40,61,126,161,68,65,1,1,58,78,62,8200
Lineups,-203468-1630551-1641715-1641774-1642267-,C. McCollum - J. Champagnie - C. Whitmore - T. Vukcevic - B. Carrington,1610612764,WAS,2,2,0,1,2.718333,5,5,1,2,2,1,0,0,0,0,2,2,4,1,0,1,0,1,0,12,7,23,1,1,1,85,31,76,1,25,70,1,89,97,89,88,65,87,19,104,68,19,1,81,117,38,6,8155
Lineups,-203114-1628963-1630557-1641715-1642267-,K. Middleton - M. Bagley III - C. Kispert - C. Whitmore - B. Carrington,1610612764,WAS,1,0,1,0,2.716667,1,4,0.25,0,0,0,0,0,0,0,2,2,0,2,0,0,1,4,0,2,-5,59,47,28,47,86,109,90,128,86,148,86,89,97,89,88,65,87,126,161,68,65,163,195,117,135,184,8150
Lineups,-1641731-1642259-1642267-1642273-1642860-,B. Coulibaly - A. Sarr - B. Carrington - K. George - W. Riley,1610612764,WAS,1,0,1,0,2.683333,1,4,0.25,1,3,0.333,0,0,0,0,3,3,1,2,0,1,0,1,0,3,-4,59,47,28,47,87,109,90,128,42,48,60,89,97,89,88,40,61,71,161,68,19,1,81,117,116,170,8050
Lineups,-203468-1630557-1641715-1642259-1642273-,C. McCollum - C. Kispert - C. Whitmore - A. Sarr - K. George,1610612764,WAS,1,0,1,0,2.6,2,6,0.333,0,3,0,2,2,1,1,1,2,1,0,1,0,1,0,1,6,-3,59,47,28,47,88,78,60,115,86,48,86,34,40,1,39,97,87,71,1,22,65,163,1,58,78,150,7800
Lineups,-1630536-1631103-1641774-1642364-1642860-,S. Cooper - M. Branham - T. Vukcevic - J. Watkins - W. Riley,1610612764,WAS,1,1,0,1,2.55,0,4,0,0,3,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,-5,59,2,1,1,89,145,90,145,86,48,86,89,97,89,88,142,149,126,161,22,65,199,81,117,155,184,7650
Lineups,-203468-1630551-1630557-1641731-1642259-,C. McCollum - J. Champagnie - C. Kispert - B. Coulibaly - A. Sarr,1610612764,WAS,1,0,1,0,2.516667,3,5,0.6,0,1,0,0,0,0,0,2,2,2,0,0,0,0,3,0,6,-1,59,47,28,47,90,56,76,43,86,99,86,89,97,89,88,65,87,48,1,68,65,1,177,117,78,107,7550
Lineups,-203114-1630557-1642259-1642267-1642364-,K. Middleton - C. Kispert - A. Sarr - B. Carrington - J. Watkins,1610612764,WAS,1,0,1,0,2.5,4,4,1,1,1,1,0,0,0,0,3,3,4,1,0,1,0,1,0,9,4,59,47,28,47,91,39,90,1,42,99,1,89,97,89,88,40,61,19,104,68,19,1,81,117,55,14,7500
Lineups,-203468-1641715-1642259-1642267-1642273-,C. McCollum - C. Whitmore - A. Sarr - B. Carrington - K. George,1610612764,WAS,2,0,2,0,2.483333,0,6,0,0,4,0,2,2,1,1,2,3,0,0,0,0,1,0,1,2,-4,23,47,174,47,92,145,60,145,86,35,86,34,40,1,39,65,61,126,1,68,65,163,1,58,135,170,7450
Lineups,-203114-203468-1641731-1642259-1642848-,K. Middleton - C. McCollum - B. Coulibaly - A. Sarr - T. Johnson,1610612764,WAS,1,0,1,0,2.44,3,4,0.75,0,0,0,0,0,0,1,1,2,2,3,0,1,0,3,1,6,-8,59,47,28,47,93,56,90,22,86,148,86,89,97,89,39,97,87,48,189,68,19,1,177,58,78,207,7320
Lineups,-203114-203468-1630551-1642259-1642848-,K. Middleton - C. McCollum - J. Champagnie - A. Sarr - T. Johnson,1610612764,WAS,2,0,2,0,2.433333,2,3,0.667,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,4,-4,23,47,174,47,94,78,106,28,86,148,86,89,97,89,88,142,149,126,189,22,65,1,150,117,102,170,7300
Lineups,-1628963-1630557-1642267-1642273-1642848-,M. Bagley III - C. Kispert - B. Carrington - K. George - T. Johnson,1610612764,WAS,2,0,2,0,2.433333,1,5,0.2,0,2,0,2,2,1,1,3,4,1,1,0,0,0,2,1,4,0,23,47,174,47,94,109,76,136,86,70,86,34,40,1,39,40,40,71,104,68,65,1,150,58,102,62,7300
Lineups,-203114-1628963-1641774-1642267-1642848-,K. Middleton - M. Bagley III - T. Vukcevic - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0,2.383333,0,3,0,0,1,0,0,0,0,0,3,3,0,3,1,0,1,1,0,0,-4,59,47,28,47,96,145,106,145,86,99,86,89,97,89,88,40,61,126,189,22,65,163,81,117,155,170,7150
Lineups,-203114-203468-1642259-1642267-1642860-,K. Middleton - C. McCollum - A. Sarr - B. Carrington - W. Riley,1610612764,WAS,1,0,1,0,2.35,1,6,0.167,0,3,0,1,1,1,0,3,3,1,0,0,2,0,0,0,3,3,59,47,28,47,97,109,60,143,86,48,86,64,81,1,88,40,61,71,1,68,10,1,1,117,116,22,7050
Lineups,-203468-1630551-1642259-1642267-1642848-,C. McCollum - J. Champagnie - A. Sarr - B. Carrington - T. Johnson,1610612764,WAS,1,0,1,0,2.333333,2,4,0.5,1,1,1,0,0,0,1,1,2,1,2,0,1,0,1,0,5,-5,59,47,28,47,98,78,90,64,42,99,1,89,97,89,39,97,87,71,161,68,19,1,81,117,90,184,7000
Lineups,-1630551-1630557-1641731-1642259-1642267-,J. Champagnie - C. Kispert - B. Coulibaly - A. Sarr - B. Carrington,1610612764,WAS,1,0,1,0,2.333333,3,3,1,1,1,1,2,2,1,0,0,0,3,0,1,0,0,3,1,9,1,59,47,28,47,98,56,106,1,42,99,1,34,40,1,88,142,149,30,1,22,65,1,177,58,55,46,7000
Lineups,-203114-1630557-1642259-1642267-1642848-,K. Middleton - C. Kispert - A. Sarr - B. Carrington - T. Johnson,1610612764,WAS,2,0,2,0,2.316667,3,6,0.5,0,1,0,0,0,0,1,2,3,3,0,1,1,0,1,1,6,1,23,47,174,47,100,56,60,64,86,99,86,89,97,89,39,65,61,30,1,22,19,1,81,58,78,46,6950
Lineups,-203114-203468-1630557-1642273-1642848-,K. Middleton - C. McCollum - C. Kispert - K. George - T. Johnson,1610612764,WAS,1,0,1,0,2.25,2,4,0.5,1,1,1,0,0,0,0,0,0,2,2,1,0,1,1,0,5,-4,59,47,28,47,101,78,90,64,42,99,1,89,97,89,88,142,149,48,161,22,65,163,81,117,90,170,6750
Lineups,-203114-203468-1628963-1630557-1641731-,K. Middleton - C. McCollum - M. Bagley III - C. Kispert - B. Coulibaly,1610612764,WAS,1,0,1,0,2.233333,3,4,0.75,2,3,0.667,0,0,0,0,3,3,1,1,0,1,0,0,0,8,3,59,47,28,47,102,56,90,22,25,48,19,89,97,89,88,40,61,71,104,68,19,1,1,117,63,22,6700
Lineups,-203114-203468-1631103-1641731-1642259-,K. Middleton - C. McCollum - M. Branham - B. Coulibaly - A. Sarr,1610612764,WAS,1,1,0,1,2.183333,1,2,0.5,1,2,0.5,2,3,0.667,0,1,1,1,1,0,0,0,3,2,5,-4,59,2,1,1,103,109,132,64,42,70,27,34,33,62,88,97,113,71,104,68,65,1,177,34,90,170,6550
Lineups,-1628963-1641715-1642267-1642273-1642848-,M. Bagley III - C. Whitmore - B. Carrington - K. George - T. Johnson,1610612764,WAS,2,0,2,0,2.181667,3,6,0.5,1,2,0.5,0,0,0,0,1,1,1,0,0,1,0,0,0,7,0,23,47,174,47,104,56,60,64,42,70,27,89,97,89,88,97,113,71,1,68,19,1,1,117,71,62,6545
Lineups,-203468-1628963-1630557-1642273-1642848-,C. McCollum - M. Bagley III - C. Kispert - K. George - T. Johnson,1610612764,WAS,1,0,1,0,2.05,2,4,0.5,1,2,0.5,0,1,0,0,1,1,1,1,0,1,0,3,1,5,0,59,47,28,47,105,78,90,64,42,70,27,89,81,89,88,97,113,71,104,68,19,1,177,58,90,62,6150
Lineups,-203468-1628963-1630551-1630557-1641731-,C. McCollum - M. Bagley III - J. Champagnie - C. Kispert - B. Coulibaly,1610612764,WAS,1,0,1,0,2.033333,3,5,0.6,1,3,0.333,2,2,1,0,0,0,2,0,0,0,0,4,2,9,-1,59,47,28,47,106,56,76,43,42,48,60,34,40,1,88,142,149,48,1,68,65,1,195,34,55,107,6100
Lineups,-1630264-1630536-1642358-1642848-1642860-,A. Gill - S. Cooper - A. Johnson - T. Johnson - W. Riley,1610612764,WAS,1,0,1,0,1.966667,0,2,0,0,0,0,2,2,1,0,1,1,0,1,0,0,0,1,1,2,-4,59,47,28,47,107,145,132,145,86,148,86,34,40,1,88,97,113,126,104,68,65,1,81,58,135,170,5900
Lineups,-1630264-1641774-1642358-1642364-1642860-,A. Gill - T. Vukcevic - A. Johnson - J. Watkins - W. Riley,1610612764,WAS,1,0,1,0,1.883333,1,3,0.333,1,1,1,0,0,0,0,1,1,1,3,0,0,1,2,1,3,-5,59,47,28,47,108,109,106,115,42,99,1,89,97,89,88,97,113,71,189,68,65,163,150,58,116,184,5650
